reference,2502171179,2503982036,2509276000,2509276001,2509276002,2509601031,2509601041,2509601046,2510065008,2510065011,2510065028,2515154130,2517093012,2519899636,2523231023,2551306140,2556921603,2561511149,2563366763,2574179776,2574179777,2588254304,2616644818,2616645036,2619619006,2619619007,2619619009,2619619092,2622736501,2675903221,2675903232,2681813549,2695420972,2695420979,2716884990,2718217747,2718217812,2718217850,2718217928,2718217948,2718218091,2718218442,2721755529,2724679732,2728369621,2731957717,2770939501,2772190739,2791354970,2841412109,2910277695,2911654447,2911658885,2911672189,2911680932,2911685121,2911689423,2911706278,2911728605,2911948674,2915080438,2917530833,2920755722,2920780691,2920829172,2920833842,2920838192,2923862544,2923875786,2923884989,2923893812,649633031,BLIH01.fasta,BLII01.fasta,BLIK01.fasta,GCF_000016425.1_ASM1642v1_genomic,GCF_000018265.1_ASM1826v1_genomic,GCF_000020585.3_ASM2058v3_genomic,GCF_000161795.2_ASM16179v2_genomic,GCF_000264455.2_ASM26445v2_genomic,GCF_000429125.1_ASM42912v1_genomic,GCF_000723205.1_FAGA1_genomic,GCF_000817775.2_ASM81777v2_genomic,GCF_001310225.1_ASM131022v1_genomic,GCF_001767235.1_ASM176723v1_genomic,GCF_001877055.1_ASM187705v1_genomic,GCF_002776575.1_ASM277657v1_genomic,GCF_003054475.1_ASM305447v1_genomic,GCF_003352105.1_ASM335210v1_genomic,GCF_003612775.1_ASM361277v1_genomic,GCF_006385555.1_ASM638555v1_genomic,GCF_008121535.1_ASM812153v1_genomic,GCF_008824145.1_ASM882414v1_genomic,GCF_009176705.1_ASM917670v1_genomic,GCF_009938185.1_ASM993818v1_genomic,GCF_009938225.1_ASM993822v1_genomic,GCF_014023275.1_ASM1402327v1_genomic,GCF_014279975.1_ASM1427997v1_genomic,GCF_014280235.1_ASM1428023v1_genomic,GCF_016803985.1_ASM1680398v1_genomic,GCF_018141105.1_ASM1814110v1_genomic,GCF_018282095.1_ASM1828209v1_genomic,GCF_900141855.1_IMG-taxon_2622736519_genomic,JABTEL01.fasta,JACNMJ01.fasta,JAEPJQ01.fasta,JAFLND01.fasta,JAGJEC01.fasta,LCTZ01.fasta,LQZQ01.fasta,MSMP01.fasta,QFFG01.fasta,QFRI01.fasta,QFZQ01.fasta,RBCJ01.fasta,SZQF01.fasta,VATY01.fasta,VDCS01.fasta,VEVQ02.fasta,VKDC01.fasta,VLNR01.fasta,VTZU01.fasta,WOWS01.fasta,WUDS01.fasta,
2574179777,81.27000000000001,82.43999999999998,nan,nan,nan,80.37000000000002,84.15249999999999,81.05000000000001,82.71,nan,81.27,nan,80.62200000000001,nan,86.45330555555556,84.72714285714287,88.9095909090909,80.58,nan,nan,97.30566375760554,nan,83.48,nan,83.33,83.58,85.33999999999999,88.20658008658008,81.865,81.73,81.73,87.35104166666667,nan,nan,87.22222222222223,83.06,81.36,85.10000000000001,81.8,nan,80.70666666666666,nan,80.93,nan,nan,nan,84.585,88.0457142857143,88.5505,81.27,86.48958333333334,81.99,81.99,82.07,82.07,81.99,82.07,81.99,82.07,nan,88.86714285714285,86.05666666666667,81.99,81.99,81.99,82.07,82.07,81.99,81.99,81.99,81.99,84.27483108108106,88.15692307692308,87.70538461538462,88.61142857142855,80.77,81.45999999999998,nan,81.52,nan,86.7115,89.05606060606058,85.49,87.65833333333333,81.64,83.09,81.11,81.13,82.112,81.39999999999999,nan,90.497,84.29999999999998,nan,nan,nan,81.47333333333333,81.95,81.23,83.63000000000004,82.98500000000001,83.84999999999998,88.34952380952379,89.19555555555556,87.79607142857142,88.29,86.29178571428571,86.71848039215685,87.6948245614035,84.89666666666669,89.30444444444444,88.129,89.23142857142857,83.51083333333334,85.93470588235294,89.39333333333333,86.863125,88.18222222222221,88.527,85.26,88.88625,88.09125,87.605,89.86285714285714,
2588254304,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,81.53,nan,84.19,86.126,nan,nan,nan,nan,nan,85.82499999999999,nan,94.94569258008913,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,82.63,nan,nan,nan,nan,88.54,85.24000000000001,nan,nan,nan,81.53,nan,nan,nan,nan,nan,nan,nan,nan,nan,88.90499999999999,nan,nan,83.67,nan,83.16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,83.6,83.07,86.61,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,84.63,88.90499999999999,nan,nan,89.06444444444445,86.50163636363636,86.98555555555555,nan,nan,nan,nan,83.96,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
2616644818,81.54,86.95,nan,nan,78.68,84.93666666666667,83.55,84.015,86.61,84.33,81.54,82.82,83.23299999999999,83.94,82.23,83.7075,82.77000000000001,nan,80.27,84.525,82.5575,nan,98.5225892255892,nan,90.23043091168091,89.77731488326276,88.21645833333334,82.35249999999999,80.77,90.48333333333333,89.1525,82.48750000000001,nan,nan,83.19,82.86,83.905,81.28,81.54,81.82,84.16,83.0,84.03999999999999,81.5,80.49,82.86,90.57999999999998,82.38999999999999,82.226875,81.54,82.25999999999999,82.31,82.31,82.67,82.69,82.67,82.67,82.31,82.67,82.78687500000001,82.6825,84.81,82.31,82.31,82.31,82.69,82.69,82.31,82.31,82.31,82.31,82.94200000000001,84.88,84.86,83.3425,84.72,84.675,83.726,84.955,84.2,82.72,82.10499999999999,84.625,83.915,87.66,82.77,81.95,86.78,82.31,82.765,82.78687500000001,85.828,82.744,82.67,nan,nan,86.39666666666666,85.28,84.32999999999998,84.87642857142856,83.06,83.28,81.96000000000001,82.3775,83.265,85.635,82.295,82.28999999999999,82.225,85.445,83.4825,82.83000000000001,83.6725,82.375,81.52000000000001,83.155,82.91499999999999,84.47500000000001,83.22,83.61,82.135,82.595,82.85999999999999,82.505,
2616645036,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,99.15053303303306,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
2619619006,83.08,87.0,nan,nan,81.01,84.74833333333333,nan,84.03999999999999,86.61,84.36500000000001,83.08,83.0,84.06,84.58,79.91499999999999,83.16499999999999,82.3,nan,80.67,84.905,83.35000000000001,nan,90.65744266994267,nan,98.47088582723299,92.8843408119658,88.53432017543861,82.39,82.31,90.60000000000001,90.42999999999999,82.095,nan,nan,82.92,82.05,83.47,81.74,81.95,82.21,84.39,82.77,83.78,82.43,80.67,82.99000000000001,88.82666666666667,81.16499999999999,82.20125,83.08,82.295,82.37,82.37,83.09,83.14,83.09,83.09,82.37,83.09,83.11125,83.02,84.6,82.37,82.37,82.37,83.14,83.14,82.37,82.37,82.37,82.37,82.274,84.67,nan,82.9825,84.81,84.76499999999999,82.896,84.88,84.12,82.315,82.44625,84.715,83.76,87.99,82.98,81.17,86.78,82.38,83.34,83.11125,85.998,83.324,80.97000000000001,nan,nan,86.00333333333333,85.205,84.36500000000001,84.48142857142858,83.24,83.625,82.015,82.78,82.6,85.22,82.21000000000001,82.86,82.275,84.705,83.065,81.83,84.49,82.56,81.59,82.63,82.14,86.11,82.015,83.33000000000001,81.925,82.69,82.5,82.735,
2619619007,nan,nan,nan,nan,nan,nan,81.55,nan,nan,nan,nan,nan,nan,nan,82.78,85.5,84.17,nan,nan,nan,83.58,nan,88.86825798603525,nan,93.35354080400273,98.83659291904083,88.41274509803921,83.02,nan,88.66499999999999,88.70666666666666,83.51,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,89.36,85.74,83.87,nan,83.16,nan,nan,nan,nan,nan,nan,nan,nan,nan,84.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,85.02,nan,nan,nan,nan,nan,nan,nan,nan,81.87,83.6975,nan,84.63,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,83.51,86.11,83.47,nan,nan,nan,84.55,84.94,85.41,83.37,nan,nan,84.41,84.87,84.0,85.81,nan,nan,nan,84.62,84.0,
2619619009,nan,84.8,nan,nan,nan,86.84333333333332,82.42,86.39,86.43,86.89,nan,nan,85.026,nan,83.4,85.48,85.22500000000001,82.89,nan,87.03,85.33999999999999,nan,89.30503472222223,nan,89.00785185185185,88.97452631578946,98.80721529888551,84.64,nan,88.88833333333334,89.04666666666667,84.795,nan,nan,85.28,83.7,85.64,nan,nan,nan,nan,nan,85.08,nan,nan,nan,89.09,84.765,84.65,nan,84.42,nan,nan,nan,nan,nan,nan,nan,nan,nan,85.27000000000001,85.53,nan,nan,nan,nan,nan,nan,nan,nan,nan,85.269,85.97,nan,85.97,85.98,86.34999999999998,nan,87.5,85.19,85.35499999999999,84.81124999999999,87.78,84.56,87.32,85.42,nan,86.27,nan,82.93,nan,86.148,84.69,nan,nan,nan,86.74666666666667,87.92,87.39,87.16999999999999,83.18,84.12,85.25,84.995,85.96000000000001,84.685,86.05,85.79,85.61,85.68,85.82,84.875,84.805,85.97,85.87,85.11500000000001,85.555,85.155,85.53,87.92,85.06,84.7,85.1,85.575,
2619619092,81.295,81.4025,nan,nan,nan,79.69333333333333,83.40400000000001,81.355,81.19,nan,81.11499999999998,nan,80.03399999999998,nan,92.33549019607842,85.965,89.43777777777777,89.26,nan,nan,88.45638297872343,nan,83.08333333333333,nan,82.39,83.02,84.64,94.6922807017544,81.725,80.91,80.91,86.96777777777775,nan,nan,87.32333333333332,83.56,80.65999999999998,83.3,80.05000000000001,nan,82.52,nan,80.39,nan,nan,nan,82.33,90.7275,89.46428571428571,81.11499999999998,84.22966049382714,82.03,82.03,82.125,82.125,82.03,82.125,82.03,82.125,nan,88.05199999999999,84.9,82.03,82.03,82.03,82.125,82.125,82.03,82.03,82.03,82.03,89.39282051282049,88.22,89.49666666666667,89.19125,80.65499999999999,80.93499999999999,nan,80.65,nan,88.29,89.77619047619048,91.96,90.91399999999999,80.76,86.77999999999999,79.98,79.86,81.98999999999997,80.955,nan,79.95,83.29999999999998,nan,nan,nan,80.21000000000001,81.23,81.23,83.79499999999997,82.65999999999998,82.72000000000001,89.08548523206757,92.32444444444444,89.07874999999999,88.43857142857142,86.90538461538463,86.64529411764707,89.19888888888889,84.69714285714285,87.57,88.52142857142859,90.38714285714286,84.63250000000001,86.21875000000001,89.55857142857143,87.52115384615384,89.08666666666667,88.57300000000001,83.65833333333335,89.20444444444443,88.95,89.36363636363636,90.16428571428573,
2622736501,87.66172922502335,nan,nan,nan,nan,nan,nan,nan,nan,nan,88.72488988095238,86.38,81.48600000000002,83.735,81.85,82.75,81.845,nan,nan,84.62,81.865,nan,80.77,nan,82.31,nan,nan,81.725,98.8716055046805,nan,nan,82.77,nan,nan,nan,85.7875,87.0375,85.51333333333335,85.7475,84.11500000000001,84.45,85.0,86.72,nan,85.705,83.605,83.33,nan,82.5,88.72488988095238,81.815,87.39450000000001,87.43011904761906,88.09984375,87.32177777777775,88.10237777777778,88.14704166666667,86.18735416666665,87.5869111111111,81.173125,nan,nan,87.432,87.20811111111111,87.45577777777777,87.41238888888888,87.05283333333334,87.44472222222224,86.98589285714284,85.74276470588237,86.18251041666666,83.23,86.01,nan,86.01,82.35,82.35,83.79400000000001,nan,86.505,82.55,82.5,nan,79.33,nan,81.97,85.33500000000001,nan,86.96689393939393,82.69,81.173125,nan,81.06,83.24000000000001,83.13655303030302,82.84583333333333,nan,nan,nan,82.61,81.36,87.33333333333333,82.11999999999999,nan,nan,80.22,81.495,82.72999999999999,82.325,nan,nan,nan,79.61,nan,81.435,nan,82.87,83.55,nan,nan,nan,nan,80.39,79.89,
2675903221,nan,83.69375,nan,nan,nan,85.605,81.03,85.87666666666667,84.3,83.79,nan,83.84,82.91999999999999,85.31,80.61,81.84,81.36,nan,nan,84.2,81.73,nan,90.5275,nan,90.58,88.66499999999999,88.27166666666668,80.91,nan,96.39185681103179,91.04637295915951,83.555,nan,nan,nan,82.57,85.02,85.03,82.265,81.33,81.82,83.96,85.11000000000001,nan,83.69,81.94,88.85909523809524,84.195,80.7825,nan,81.21,nan,nan,nan,nan,nan,nan,nan,nan,82.0075,80.61,86.59,nan,nan,nan,nan,nan,nan,nan,nan,nan,84.06899999999999,nan,nan,83.08,83.66,85.47000000000001,83.616,86.99,83.4,82.6,80.5125,86.32,80.53,84.28,83.08100000000002,82.24,83.905,nan,85.46,82.0075,83.889,82.71,83.05,81.89500000000001,81.801,83.395,85.03,84.38,83.15642857142858,83.71,84.86000000000001,nan,82.13,82.28,82.48,nan,85.48,86.03,83.19,80.88,82.12,81.38,85.12,nan,80.99,84.32499999999999,84.07,83.63,87.15,nan,nan,81.14,82.54,
2675903232,nan,83.92624999999998,nan,nan,nan,85.605,81.03,85.76666666666667,84.325,83.70500000000001,nan,83.72,82.91999999999999,85.45,80.61,81.84,81.36,nan,nan,84.275,81.73,nan,88.81166666666667,nan,90.405,88.70666666666666,88.42,80.91,nan,89.96761874818046,97.37247568097872,83.555,nan,nan,nan,82.41,84.98,82.87,82.55,81.45,81.62,84.19,85.145,nan,83.55,81.86,88.76854166666665,84.285,80.7825,nan,81.21,nan,nan,nan,nan,nan,nan,nan,nan,82.22625,80.61,86.78,nan,nan,nan,nan,nan,nan,nan,nan,nan,84.06899999999999,nan,nan,82.85,83.6,85.41000000000001,83.398,86.82,82.92,82.68,80.5125,86.49,80.53,84.28,83.02600000000002,82.24,83.905,nan,85.40500000000002,82.22625,83.889,82.655,83.85000000000001,80.57000000000001,80.462,83.46666666666665,85.525,84.27999999999999,83.10142857142857,83.705,84.89499999999998,nan,82.13,82.37,82.48,nan,85.48,86.03,83.28,80.88,82.12,81.38,85.3,nan,80.99,84.32499999999999,84.07,83.63,87.15,nan,nan,81.14,82.62,
2681813549,82.15,81.02000000000001,nan,nan,nan,79.28999999999999,83.46,81.605,81.13,nan,82.15,nan,79.81199999999998,nan,86.73873015873016,86.3875,85.67933333333332,84.25,nan,nan,87.6365873015873,nan,83.28666666666668,nan,82.095,83.51,84.795,87.58190082644629,82.77,83.555,83.555,95.87903632973439,nan,nan,86.61666666666667,82.88,80.75,nan,81.24,nan,nan,nan,81.86,nan,nan,nan,81.09,86.28833333333333,91.17019841269841,82.15,86.23938461538462,82.77,82.77,82.77,82.77,82.77,82.77,82.77,82.77,nan,85.997,85.24000000000001,82.77,82.77,82.77,82.77,82.77,82.77,82.77,82.77,82.77,88.63910185185186,86.9565,86.45535714285714,89.7975,80.27999999999999,80.46500000000002,nan,80.25,nan,88.72541666666666,86.3791111111111,91.96,88.32266071428572,80.18,85.92,80.48,79.75,83.64,80.51,nan,80.344,nan,nan,nan,nan,80.36333333333333,80.69,80.51,82.67999999999999,82.29,80.62,84.98035000000002,87.04068376068376,89.59533333333334,87.09425000000002,85.86333333333334,86.15719696969697,88.04133333333333,84.88,87.005,88.24742857142859,89.04999999999998,85.47,89.2015,90.08933333333334,89.68046296296296,86.483455165692,85.83619047619047,83.97333333333334,88.18333333333332,88.67166666666667,88.77329861111112,89.14197883597883,
2695420972,nan,nan,83.61999999999999,86.925,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,81.73333333333333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,99.86268593696468,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
2695420979,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,99.99450372208437,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
2716884990,nan,nan,nan,nan,nan,nan,82.405,nan,nan,nan,nan,nan,84.78,84.49,86.75500000000001,87.33333333333333,87.50833333333333,nan,nan,81.26,87.22222222222223,nan,83.19,nan,82.92,nan,85.28,87.32333333333334,nan,81.39,81.39,86.61666666666667,nan,nan,90.10603279272925,nan,nan,nan,nan,nan,nan,81.85,nan,nan,83.17,81.86,82.02,85.83399999999999,87.80588235294118,nan,87.16666666666667,nan,nan,nan,nan,nan,nan,nan,nan,81.32125,86.73,85.255,nan,nan,nan,nan,nan,nan,nan,nan,nan,87.30799999999999,86.41666666666667,87.32,86.96333333333332,nan,nan,83.738,nan,nan,86.832,87.06142857142856,84.62,87.495,nan,nan,nan,nan,nan,nan,81.32125,nan,nan,82.90999999999998,82.00833333333334,81.83833333333332,nan,nan,nan,nan,nan,nan,86.27666666666666,86.54,87.29333333333334,86.8375,86.37333333333333,85.93666666666665,87.08,84.69,87.85000000000001,83.12333333333333,87.28,83.63499999999999,86.57,87.60000000000001,87.51333333333332,86.19000000000001,87.08333333333333,84.61333333333334,87.37750000000001,87.04,87.2,87.20666666666666,
2718217747,86.28571428571429,nan,nan,nan,nan,nan,80.2,nan,85.02999999999999,84.43,86.13359999999999,87.38,81.97999999999999,82.95,nan,84.19,82.5,80.125,nan,83.625,83.06,nan,82.86,nan,82.05,nan,83.7,83.56,85.79333333333334,82.57,82.41,82.88,nan,nan,nan,90.59492187500001,83.8986440677966,84.98759999999999,84.88789473684211,81.215,85.01375,82.74411764705883,82.93435064935062,nan,82.03,86.36000000000001,82.89,nan,83.52999999999999,86.13359999999999,83.53,86.35666666666667,85.78857142857143,86.17142857142856,86.21833333333332,86.38666666666667,86.19714285714285,86.33999999999999,85.45333333333333,86.78416666666664,nan,83.28,86.12857142857145,86.35666666666667,86.48333333333335,86.23833333333333,86.41571428571429,86.35666666666667,86.12857142857145,86.31666666666666,86.29666666666667,82.96399999999998,88.575,nan,83.11,nan,nan,83.00399999999999,86.21,84.47912280701753,82.83,83.62249999999999,83.8,84.05,84.18,86.16,85.377,nan,85.75777777777779,81.46000000000001,86.78416666666664,87.15,nan,83.365,82.02400000000002,81.94363636363636,nan,84.93,85.52999999999999,84.965,84.34333333333332,88.895,81.02,nan,nan,83.03,80.53999999999999,83.81,80.99000000000001,81.995,nan,nan,83.36,81.70500000000001,80.09,nan,83.22,83.03,82.91,82.23249999999999,nan,nan,84.03,83.36,
2718217812,85.44,nan,nan,nan,nan,nan,80.43,nan,nan,nan,86.52999999999997,87.89,83.7423333333333,83.21,83.54,83.65,80.45,nan,80.86,84.26166666666667,81.36,nan,83.905,nan,83.47,nan,85.64,80.65999999999998,86.94666666666666,85.02,84.98,80.75,nan,nan,nan,84.37344262295082,92.33954981992798,86.94590909090908,86.12523809523809,83.31230769230768,84.59105263157895,86.05,87.1487240356083,81.45,82.91000000000001,82.865,84.79,nan,81.13250000000001,86.52999999999997,80.75,86.31,85.99307692307693,86.39846153846155,85.82416666666666,86.46538461538464,86.45230769230768,86.87300000000002,86.38166666666666,82.47388888888885,nan,nan,85.98416666666667,86.31,85.75166666666667,85.78500000000001,85.7725,86.31,86.362,86.84,86.834,81.08,83.5,nan,83.235,83.18,83.18,83.18666666666664,nan,86.96433333333333,81.37,81.45,nan,80.51,nan,82.61,86.30499999999996,nan,84.8631818181818,82.90333333333336,82.47388888888885,85.99,81.1,82.92,82.56833333333336,82.93666666666668,nan,nan,nan,84.52999999999999,80.66666666666667,88.99864864864871,80.65999999999998,nan,81.15,84.01,80.74,80.78,80.75,80.73,nan,nan,80.89,79.79,80.16,nan,81.32,85.235,81.17,80.13,nan,nan,81.15,81.36,
2718217850,84.96380952380952,nan,nan,nan,82.62,nan,78.2225,nan,nan,nan,84.78429487179488,87.74,83.63066666666667,84.53,nan,nan,84.74,nan,80.0,89.27333333333333,85.1,nan,81.29499999999999,nan,81.74,nan,nan,83.3,85.31833333333334,85.03,82.87,nan,nan,nan,nan,85.4845588235294,86.86625,99.39777489772543,87.00482700421942,82.17,82.815,82.41,86.3815,80.07,83.17500000000001,84.17,81.89,nan,nan,84.78429487179488,82.49,84.67,84.61166666666668,85.75,84.58,85.63,84.92,84.38000000000001,85.59,82.72375,nan,nan,84.79999999999998,84.67,84.82333333333334,84.60333333333332,84.60333333333332,84.67,84.79999999999998,84.32333333333334,84.34666666666666,nan,nan,nan,83.75,nan,nan,84.02799999999999,nan,86.03845588235293,nan,nan,nan,nan,nan,80.33000000000001,87.46210027100273,nan,85.05455555555557,nan,82.72375,nan,nan,83.00999999999998,83.86520833333333,83.89083333333335,nan,nan,nan,nan,nan,86.11374999999998,79.86,nan,nan,nan,80.29499999999999,81.475,81.815,80.11500000000001,nan,nan,nan,80.32,80.9,nan,nan,87.5,nan,81.38,nan,nan,nan,nan,
2718217928,85.12111111111112,82.89999999999999,nan,nan,82.07,nan,79.86500000000001,nan,nan,82.37,84.48526315789475,88.21,83.68333333333337,93.75,80.61,81.49,81.37,nan,81.59,87.28,81.8,nan,81.54,nan,81.95,nan,nan,80.04,85.34333333333332,82.54,83.11,81.24,nan,nan,nan,84.88736842105264,85.93238095238095,85.41865168539326,90.8356417989418,82.23333333333332,84.05846153846151,83.25300000000001,85.06,79.76333333333334,82.495,83.27,83.4,nan,81.7075,84.48526315789475,79.74,85.49799999999999,85.30199999999999,84.61124999999998,85.51,84.57833333333332,83.83375000000001,83.76200000000001,83.89999999999999,87.29375000000003,81.83,nan,84.90166666666667,85.49799999999999,84.746,85.51,85.51,85.49799999999999,84.90166666666667,84.536,84.672,82.02200000000002,nan,nan,82.64,nan,nan,84.68000000000002,nan,85.99,81.47,81.46,nan,81.61,nan,80.11,85.303,nan,85.46466666666669,86.33,87.29375000000003,87.88,85.24,86.27333333333328,83.34934782608694,82.97583333333334,nan,83.92,nan,nan,84.295,87.08500000000002,81.91,81.21,82.29,81.99,81.85,82.17,80.73,80.94,nan,nan,81.71,80.21,nan,81.66,80.8,84.67,nan,80.64,nan,nan,81.76,81.8,
2718217948,82.765,80.47749999999999,nan,nan,nan,80.36,80.625,81.16,84.24,79.2,82.735,83.07,85.286,85.1075,nan,nan,nan,nan,nan,83.74444444444445,nan,82.63,81.82,nan,82.21,nan,nan,nan,84.11500000000001,81.33,81.45,nan,nan,nan,nan,81.47894736842107,83.30615384615385,82.17,82.22444444444444,91.9278947368421,85.33517587939706,84.79590163934424,83.39000000000001,nan,84.48333333333333,83.75833333333334,83.17,nan,nan,82.735,nan,82.61500000000001,82.22,82.655,82.685,82.60499999999999,82.655,82.86500000000001,82.655,83.95208333333329,nan,nan,82.61500000000001,82.61500000000001,82.61500000000001,82.9,82.34200000000001,82.61500000000001,82.61500000000001,82.86500000000001,82.86500000000001,nan,84.08666666666667,82.64,84.46,80.15999999999998,80.15999999999998,84.37400000000002,79.7,82.14166666666667,nan,nan,79.55,nan,82.93,nan,85.6,82.45,83.00999999999999,80.39,83.95208333333329,81.98999999999998,83.8,84.5166666666667,84.02513888888888,84.2458333333333,81.13,79.48,79.93,77.57,80.13666666666667,82.64999999999998,nan,nan,nan,nan,nan,nan,nan,80.99,nan,nan,nan,80.8,nan,nan,nan,nan,nan,79.82,nan,nan,nan,nan,
2718218091,83.97285714285715,81.37749999999998,nan,nan,nan,80.77,80.72,82.25,81.96,79.42,83.31500000000004,91.92,84.9633333333333,86.91333333333334,81.32,nan,nan,nan,nan,84.88111111111111,80.70666666666665,nan,84.16,nan,84.39,nan,nan,82.52,84.45,81.82,81.62,nan,nan,nan,nan,85.0125,84.58473684210527,82.81500000000001,84.05846153846151,85.29842500000007,96.50055776892427,85.74829268292683,84.34999999999998,nan,84.52666666666667,84.11666666666666,85.52,nan,nan,83.31500000000004,nan,84.04,84.04,83.405,83.96000000000001,83.32,83.405,84.14,83.405,84.45333333333333,82.89,nan,84.04,84.04,84.04,84.17,84.17,84.04,84.04,84.14,84.14,nan,83.91333333333334,82.4,84.38,81.06,81.369,83.74399999999997,81.77999999999999,83.25687499999998,nan,nan,80.18,nan,83.07,80.08,83.505,82.97000000000001,82.82666666666667,80.7,84.45333333333333,85.86600000000001,81.72,84.38333333333328,83.794537037037,83.9194444444445,82.40444444444445,80.36,81.26,nan,80.91999999999999,83.57500000000003,nan,nan,nan,nan,84.39,84.29,84.23,80.83,nan,83.61,nan,80.95,nan,84.07,nan,nan,nan,81.48,nan,nan,nan,nan,
2718218442,86.31,81.425,nan,nan,nan,80.86,80.595,80.75,80.56,80.66,86.31,84.39,85.07133333333333,85.01,nan,nan,nan,nan,nan,84.42818181818183,nan,nan,83.0,nan,82.77,nan,nan,nan,85.0,83.96,84.19,nan,nan,nan,nan,82.7441176470588,86.11,82.40999999999998,83.25300000000001,84.79573770491801,85.74975609756098,95.80436781609197,84.76125,nan,84.29666666666667,84.26,84.75,nan,nan,86.31,nan,84.87,85.06,83.84666666666668,85.23,83.84666666666668,83.71666666666667,84.87,81.26,84.0933333333333,nan,nan,84.87,84.87,84.87,85.29,85.29,84.87,84.87,84.87,84.87,nan,82.90666666666667,82.26,83.29666666666667,82.2,82.34000000000002,83.3686666666667,79.89,82.48588235294118,nan,nan,80.52,nan,79.57,80.65909090909093,82.735,81.24,81.77999999999999,82.07,84.0933333333333,81.88,nan,83.7233333333333,82.59027777777776,82.78777777777778,83.2,79.68,79.77,nan,81.68,84.58000000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,84.13,nan,nan,nan,nan,nan,81.89,nan,nan,nan,nan,
